"index","description","branch_id","location","request_id","rating"
"3837","Meal","13","EMEA","13360","5"
"3838","Meal","14","EMEA","13367","4"
"3839","Meal","13","EMEA","13368","5"
"3840","Meal","26","LATAM","13369","4"
"3841","Laundry","60","LATAM","13370","3"
"3842","Laundry","90","EMEA","13373","5"
"3843","Laundry","14","EMEA","13375","4"
"3844","Meal","10","EMEA","13381","5"
"3845","Meal","34","EMEA","13391","4"
"3846","Meal","41","LATAM","13407","4"
"3847","Laundry","66","EMEA","13414","5"
"3848","Meal","14","EMEA","13418","4"
"3849","Meal","10","EMEA","13424","5"
"3850","Laundry","87","LATAM","13429","4"
"3851","Laundry","13","EMEA","13431","5"
"3852","Meal","40","EMEA","13435","5"
"3853","Laundry","62","EMEA","13436","4"
"3854","Laundry","62","EMEA","13437","4"
"3855","Laundry","27","EMEA","13438","4"
"3856","Meal","50","EMEA","13445","4"
"3857","Meal","68","EMEA","13451","4"
"3858","Meal","40","EMEA","13454","5"
"3859","Meal","66","EMEA","13455","5"
"3860","Laundry","74","EMEA","13460","5"
"3861","Meal","1","LATAM","13461","4"
"3862","Laundry","23","EMEA","13472","4"
"3863","Laundry","16","LATAM","13473","4"
"3864","Laundry","13","EMEA","13474","5"
"3865","Laundry","62","EMEA","13475","5"
"3866","Laundry","62","EMEA","13480","4"
"3867","Meal","16","LATAM","13483","4"
"3868","Laundry","44","EMEA","13484","4"
"3869","Meal","23","EMEA","13497","4"
"3870","Laundry","34","EMEA","13498","4"
"3871","Meal","51","LATAM","13501","5"
"3872","Laundry","75","LATAM","13506","4"
"3873","Meal","64","LATAM","13510","4"
"3874","Meal","50","EMEA","13511","3"
"3875","Meal","41","LATAM","13515","4"
"3876","Meal","13","EMEA","13520","5"
"3877","Laundry","47","EMEA","13522","4"
"3878","Laundry","34","EMEA","13528","5"
"3879","Meal","11","EMEA","13531","4"
"3880","Laundry","57","LATAM","13534","4"
"3881","Laundry","41","LATAM","13550","4"
"3882","Meal","7","EMEA","13554","3"
"3883","Meal","26","LATAM","13563","5"
"3884","Meal","10","EMEA","13567","5"
"3885","Meal","23","EMEA","13570","4"
"3886","Laundry","64","LATAM","13571","3"
"3887","Meal","50","EMEA","13573","4"
"3888","Laundry","57","LATAM","13574","4"
"3889","Laundry","57","LATAM","13575","4"
"3890","Meal","13","EMEA","13580","4"
"3891","Laundry","14","EMEA","13583","4"
"3892","Meal","11","EMEA","13595","4"
"3893","Meal","41","LATAM","13602","3"
"3894","Meal","10","EMEA","13610","5"
"3895","Laundry","51","LATAM","13611","5"
"3896","Laundry","94","EMEA","13615","5"
"3897","Meal","21","EMEA","13616","3"
"3898","Laundry","87","LATAM","13619","4"
"3899","Meal","44","EMEA","13626","5"
"3900","Laundry","79","EMEA","13629","4"
"3901","Meal","44","EMEA","13632","5"
"3902","Laundry","75","LATAM","13633","3"
"3903","Meal","16","LATAM","13637","4"
"3904","Laundry","64","LATAM","13638","4"
"3905","Laundry","27","EMEA","13643","4"
"3906","Meal","7","EMEA","13645","3"
"3907","Laundry","68","EMEA","13647","4"
"3908","Meal","41","LATAM","13648","4"
"3909","Meal","1","LATAM","13653","3"
"3910","Meal","70","LATAM","13655","4"
"3911","Meal","11","EMEA","13656","4"
"3912","Meal","1","LATAM","13664","4"
"3913","Meal","82","EMEA","13665","5"
"3914","Meal","51","LATAM","13671","5"
"3915","Meal","79","EMEA","13677","5"
"3916","Laundry","40","EMEA","13678","4"
"3917","Laundry","79","EMEA","13679","5"
"3918","Meal","10","EMEA","13681","5"
"3919","Laundry","23","EMEA","13683","5"
"3920","Meal","21","EMEA","13699","4"
"3921","Laundry","74","EMEA","13700","5"
"3922","Meal","13","EMEA","13707","5"
"3923","Laundry","42","LATAM","13708","4"
"3924","Laundry","7","EMEA","13711","4"
"3925","Meal","10","EMEA","13720","4"
"3926","Laundry","42","LATAM","13722","5"
"3927","Laundry","69","LATAM","13724","5"
"3928","Laundry","60","LATAM","13725","4"
"3929","Meal","14","EMEA","13727","4"
"3930","Meal","29","EMEA","13728","4"
"3931","Laundry","92","EMEA","13732","3"
"3932","Meal","1","LATAM","13734","4"
"3933","Meal","1","LATAM","13737","3"
"3934","Meal","60","LATAM","13738","3"
"3935","Meal","27","EMEA","13748","4"
"3936","Meal","13","EMEA","13750","4"
"3937","Meal","30","EMEA","13752","5"
"3938","Meal","64","LATAM","13754","3"
"3939","Laundry","23","EMEA","13757","5"
"3940","Laundry","62","EMEA","13763","4"
"3941","Laundry","74","EMEA","13766","4"
"3942","Laundry","29","EMEA","13771","5"
"3943","Meal","16","LATAM","13772","4"
"3944","Meal","16","LATAM","13774","4"
"3945","Laundry","62","EMEA","13782","5"
"3946","Meal","1","LATAM","13786","4"
"3947","Meal","14","EMEA","13787","3"
"3948","Meal","23","EMEA","13788","4"
"3949","Meal","7","EMEA","13790","4"
"3950","Meal","34","EMEA","13794","5"
"3951","Meal","14","EMEA","13800","4"
"3952","Meal","1","LATAM","13801","4"
"3953","Meal","10","EMEA","13805","4"
"3954","Meal","14","EMEA","13807","4"
"3955","Meal","69","LATAM","13810","5"
"3956","Meal","1","LATAM","13811","4"
"3957","Laundry","62","EMEA","13812","5"
"3958","Meal","42","LATAM","13813","5"
"3959","Laundry","30","EMEA","13814","4"
"3960","Laundry","40","EMEA","13815","5"
"3961","Meal","87","LATAM","13818","3"
"3962","Laundry","63","EMEA","13819","3"
"3963","Laundry","90","EMEA","13822","5"
"3964","Meal","1","LATAM","13823","4"
"3965","Laundry","83","EMEA","13824","3"
"3966","Laundry","62","EMEA","13826","5"
"3967","Meal","47","EMEA","13841","4"
"3968","Meal","1","LATAM","13843","4"
"3969","Laundry","30","EMEA","13845","5"
"3970","Meal","30","EMEA","13846","4"
"3971","Laundry","41","LATAM","13855","4"
"3972","Laundry","42","LATAM","13856","5"
"3973","Meal","7","EMEA","13862","4"
"3974","Laundry","47","EMEA","13865","3"
"3975","Meal","29","EMEA","13868","5"
"3976","Meal","27","EMEA","13888","4"
"3977","Meal","51","LATAM","13892","5"
"3978","Laundry","51","LATAM","13893","5"
"3979","Meal","60","LATAM","13895","3"
"3980","Meal","16","LATAM","13898","4"
"3981","Meal","7","EMEA","13899","4"
"3982","Meal","42","LATAM","13900","4"
"3983","Meal","21","EMEA","13901","4"
"3984","Meal","10","EMEA","13903","5"
"3985","Meal","13","EMEA","13915","4"
"3986","Meal","10","EMEA","13916","5"
"3987","Meal","26","LATAM","13917","5"
"3988","Meal","94","EMEA","13921","5"
"3989","Meal","69","LATAM","13926","5"
"3990","Meal","23","EMEA","13928","5"
"3991","Meal","41","LATAM","13931","4"
"3992","Meal","23","EMEA","13933","5"
"3993","Meal","14","EMEA","13938","3"
"3994","Laundry","92","EMEA","13940","4"
"3995","Laundry","70","LATAM","13941","5"
"3996","Laundry","10","EMEA","13946","4"
"3997","Laundry","23","EMEA","13952","5"
"3998","Meal","14","EMEA","13955","4"
"3999","Meal","1","LATAM","13956","4"
"4000","Laundry","62","EMEA","13957","5"
"4001","Laundry","14","EMEA","13961","4"
"4002","Meal","7","EMEA","13962","4"
"4003","Meal","10","EMEA","13965","5"
"4004","Laundry","66","EMEA","13967","5"
"4005","Laundry","40","EMEA","13969","5"
"4006","Meal","34","EMEA","13975","5"
"4007","Meal","16","LATAM","13977","4"
"4008","Meal","11","EMEA","13978","4"
"4009","Meal","37","LATAM","13979","5"
"4010","Meal","41","LATAM","13980","4"
"4011","Meal","51","LATAM","13981","5"
"4012","Meal","27","EMEA","13982","3"
"4013","Meal","1","LATAM","13983","4"
"4014","Meal","74","EMEA","13985","5"
"4015","Meal","10","EMEA","13989","5"
"4016","Meal","27","EMEA","13990","4"
"4017","Meal","26","LATAM","13991","5"
"4018","Meal","47","EMEA","13992","3"
"4019","Meal","34","EMEA","13994","5"
"4020","Laundry","87","LATAM","13996","3"
"4021","Meal","21","EMEA","13997","4"
"4022","Meal","72","LATAM","14000","5"
"4023","Laundry","29","EMEA","14004","5"
"4024","Laundry","57","LATAM","14006","4"
"4025","Meal","29","EMEA","14007","5"
"4026","Meal","37","LATAM","14008","5"
"4027","Meal","16","LATAM","14013","4"
"4028","Meal","51","LATAM","14014","5"
"4029","Meal","60","LATAM","14016","4"
"4030","Laundry","30","EMEA","14017","5"
"4031","Meal","23","EMEA","14019","5"
"4032","Laundry","64","LATAM","14020","3"
"4033","Meal","29","EMEA","14023","5"
"4034","Laundry","14","EMEA","14028","3"
"4035","Laundry","93","LATAM","14029","4"
"4036","Laundry","7","EMEA","14033","4"
"4037","Meal","21","EMEA","14038","4"
"4038","Meal","21","EMEA","14040","3"
"4039","Meal","27","EMEA","14042","3"
"4040","Meal","1","LATAM","14044","4"
"4041","Meal","1","LATAM","14047","4"
"4042","Meal","7","EMEA","14052","3"
"4043","Laundry","26","LATAM","14053","5"
"4044","Meal","45","EMEA","14054","4"
"4045","Meal","1","LATAM","14060","3"
"4046","Laundry","75","LATAM","14061","3"
"4047","Laundry","69","LATAM","14064","5"
"4048","Meal","14","EMEA","14068","4"
"4049","Meal","13","EMEA","14069","5"
"4050","Meal","51","LATAM","14070","5"
"4051","Laundry","42","LATAM","14071","5"
"4052","Meal","66","EMEA","14075","5"
"4053","Meal","26","LATAM","14082","4"
"4054","Meal","29","EMEA","14083","5"
"4055","Meal","11","EMEA","14084","4"
"4056","Meal","75","LATAM","14089","4"
"4057","Laundry","63","EMEA","14096","4"
"4058","Meal","27","EMEA","14097","4"
"4059","Laundry","68","EMEA","14109","4"
"4060","Meal","7","EMEA","14110","3"
"4061","Laundry","47","EMEA","14121","3"
"4062","Meal","60","LATAM","14123","4"
"4063","Meal","29","EMEA","14124","4"
"4064","Meal","29","EMEA","14129","4"
"4065","Meal","26","LATAM","14130","5"
"4066","Laundry","92","EMEA","14132","4"
"4067","Meal","7","EMEA","14133","4"
"4068","Meal","30","EMEA","14136","5"
"4069","Laundry","26","LATAM","14142","5"
"4070","Meal","75","LATAM","14147","4"
"4071","Laundry","14","EMEA","14159","3"
"4072","Laundry","11","EMEA","14163","3"
"4073","Meal","16","LATAM","14166","4"
"4074","Meal","21","EMEA","14168","4"
"4075","Meal","50","EMEA","14169","4"
"4076","Laundry","81","EMEA","14171","4"
"4077","Laundry","23","EMEA","14176","5"
"4078","Laundry","64","LATAM","14182","3"
"4079","Meal","69","LATAM","14185","5"
"4080","Meal","21","EMEA","14187","3"
"4081","Laundry","42","LATAM","14201","4"
"4082","Laundry","63","EMEA","14202","3"
"4083","Meal","45","EMEA","14207","3"
"4084","Laundry","13","EMEA","14218","5"
"4085","Meal","60","LATAM","14220","4"
"4086","Meal","57","LATAM","14226","3"
"4087","Laundry","42","LATAM","14227","5"
"4088","Meal","70","LATAM","14237","5"
"4089","Laundry","82","EMEA","14238","5"
"4090","Meal","40","EMEA","14240","4"
"4091","Laundry","14","EMEA","14242","4"
"4092","Laundry","45","EMEA","14249","3"
"4093","Meal","34","EMEA","14250","5"
"4094","Meal","23","EMEA","14253","5"
"4095","Laundry","50","EMEA","14256","3"
"4096","Meal","70","LATAM","14258","4"
"4097","Meal","1","LATAM","14259","3"
"4098","Laundry","41","LATAM","14260","4"
"4099","Laundry","23","EMEA","14263","4"
"4100","Meal","41","LATAM","14266","4"
"4101","Meal","47","EMEA","14268","3"
"4102","Laundry","37","LATAM","14271","5"
"4103","Meal","87","LATAM","14273","4"
"4104","Laundry","30","EMEA","14275","4"
"4105","Laundry","41","LATAM","14276","4"
"4106","Laundry","30","EMEA","14283","5"
"4107","Meal","10","EMEA","14288","5"
"4108","Laundry","30","EMEA","14291","5"
"4109","Meal","44","EMEA","14294","5"
"4110","Meal","30","EMEA","14299","5"
"4111","Meal","10","EMEA","14307","5"
"4112","Laundry","23","EMEA","14308","5"
"4113","Laundry","34","EMEA","14310","4"
"4114","Meal","37","LATAM","14312","4"
"4115","Laundry","93","LATAM","14320","4"
"4116","Laundry","16","LATAM","14322","4"
"4117","Meal","16","LATAM","14324","4"
"4118","Laundry","14","EMEA","14325","4"
"4119","Meal","41","LATAM","14334","4"
"4120","Meal","7","EMEA","14335","4"
"4121","Meal","13","EMEA","14336","5"
"4122","Meal","82","EMEA","14340","5"
"4123","Meal","16","LATAM","14343","4"
"4124","Meal","26","LATAM","14352","5"
"4125","Meal","14","EMEA","14353","3"
"4126","Meal","72","LATAM","14354","5"
"4127","Meal","14","EMEA","14356","4"
"4128","Meal","69","LATAM","14360","5"
"4129","Laundry","7","EMEA","14364","3"
"4130","Meal","26","LATAM","14367","5"
"4131","Meal","7","EMEA","14371","4"
"4132","Meal","26","LATAM","14379","4"
"4133","Meal","63","EMEA","14385","4"
"4134","Meal","14","EMEA","14387","4"
"4135","Meal","21","EMEA","14389","3"
"4136","Laundry","34","EMEA","14390","5"
"4137","Laundry","42","LATAM","14392","5"
"4138","Laundry","82","EMEA","14400","5"
"4139","Meal","44","EMEA","14405","5"
"4140","Meal","41","LATAM","14406","4"
"4141","Laundry","40","EMEA","14409","5"
"4142","Meal","29","EMEA","14411","5"
"4143","Meal","47","EMEA","14412","3"
"4144","Meal","16","LATAM","14421","4"
"4145","Meal","37","LATAM","14427","5"
"4146","Meal","13","EMEA","14430","4"
"4147","Laundry","92","EMEA","14435","4"
"4148","Laundry","51","LATAM","14440","4"
"4149","Meal","7","EMEA","14442","4"
"4150","Meal","26","LATAM","14444","5"
"4151","Laundry","66","EMEA","14445","5"
"4152","Meal","47","EMEA","14446","4"
"4153","Meal","11","EMEA","14448","4"
"4154","Laundry","82","EMEA","14449","5"
"4155","Laundry","10","EMEA","14450","5"
"4156","Laundry","23","EMEA","14455","5"
"4157","Meal","40","EMEA","14456","5"
"4158","Meal","63","EMEA","14457","4"
"4159","Meal","7","EMEA","14459","3"
"4160","Meal","7","EMEA","14464","3"
"4161","Meal","16","LATAM","14473","4"
"4162","Meal","34","EMEA","14474","5"
"4163","Laundry","27","EMEA","14479","4"
"4164","Laundry","51","LATAM","14480","5"
"4165","Meal","1","LATAM","14482","4"
"4166","Laundry","66","EMEA","14487","5"
"4167","Meal","81","EMEA","14488","4"
"4168","Meal","1","LATAM","14489","3"
"4169","Laundry","66","EMEA","14492","5"
"4170","Laundry","16","LATAM","14499","4"
"4171","Meal","87","LATAM","14507","4"
"4172","Meal","74","EMEA","14510","4"
"4173","Meal","21","EMEA","14512","3"
"4174","Laundry","62","EMEA","14514","4"
"4175","Meal","16","LATAM","14518","4"
"4176","Laundry","64","LATAM","14520","4"
"4177","Meal","1","LATAM","14523","4"
"4178","Laundry","51","LATAM","14531","4"
"4179","Meal","70","LATAM","14535","5"
"4180","Laundry","50","EMEA","14539","4"
"4181","Laundry","45","EMEA","14545","4"
"4182","Laundry","29","EMEA","14549","4"
"4183","Laundry","13","EMEA","14551","4"
"4184","Laundry","69","LATAM","14553","5"
"4185","Laundry","42","LATAM","14558","5"
"4186","Laundry","75","LATAM","14566","3"
"4187","Laundry","62","EMEA","14571","5"
"4188","Laundry","34","EMEA","14574","5"
"4189","Meal","11","EMEA","14576","4"
"4190","Meal","47","EMEA","14580","4"
"4191","Meal","11","EMEA","14590","3"
"4192","Laundry","74","EMEA","14591","4"
"4193","Laundry","81","EMEA","14592","4"
"4194","Meal","11","EMEA","14597","4"
"4195","Meal","37","LATAM","14598","5"
"4196","Laundry","11","EMEA","14601","4"
"4197","Laundry","16","LATAM","14602","4"
"4198","Laundry","50","EMEA","14604","4"
"4199","Meal","10","EMEA","14606","5"
"4200","Laundry","57","LATAM","14610","4"
"4201","Laundry","70","LATAM","14611","5"
"4202","Laundry","44","EMEA","14618","4"
"4203","Meal","51","LATAM","14622","5"
"4204","Laundry","45","EMEA","14624","3"
"4205","Meal","57","LATAM","14625","4"
"4206","Laundry","1","LATAM","14626","4"
"4207","Laundry","50","EMEA","14627","3"
"4208","Meal","47","EMEA","14630","4"
"4209","Meal","27","EMEA","14631","4"
"4210","Meal","23","EMEA","14632","4"
"4211","Laundry","41","LATAM","14637","4"
"4212","Laundry","21","EMEA","14640","4"
"4213","Laundry","93","LATAM","14651","4"
"4214","Laundry","45","EMEA","14655","4"
"4215","Laundry","63","EMEA","14656","4"
"4216","Laundry","44","EMEA","14661","5"
"4217","Meal","40","EMEA","14665","5"
"4218","Laundry","44","EMEA","14669","5"
"4219","Meal","47","EMEA","14674","3"
"4220","Laundry","51","LATAM","14680","5"
"4221","Meal","14","EMEA","14695","3"
"4222","Laundry","72","LATAM","14697","5"
"4223","Meal","64","LATAM","14700","4"
"4224","Meal","29","EMEA","14708","5"
"4225","Meal","29","EMEA","14710","5"
"4226","Meal","74","EMEA","14711","4"
"4227","Meal","29","EMEA","14713","4"
"4228","Meal","29","EMEA","14718","4"
"4229","Laundry","29","EMEA","14719","5"
"4230","Meal","70","LATAM","14724","4"
"4231","Laundry","66","EMEA","14725","5"
"4232","Laundry","26","LATAM","14730","5"
"4233","Meal","37","LATAM","14733","5"
"4234","Laundry","29","EMEA","14734","4"
"4235","Meal","13","EMEA","14735","5"
"4236","Meal","63","EMEA","14736","4"
"4237","Laundry","30","EMEA","14742","5"
"4238","Meal","11","EMEA","14744","4"
"4239","Meal","50","EMEA","14745","4"
"4240","Meal","1","LATAM","14747","3"
"4241","Meal","16","LATAM","14751","4"
"4242","Laundry","30","EMEA","14752","5"
"4243","Laundry","13","EMEA","14763","4"
"4244","Meal","13","EMEA","14765","4"
"4245","Laundry","72","LATAM","14766","5"
"4246","Laundry","14","EMEA","14782","4"
"4247","Meal","16","LATAM","14783","4"
"4248","Meal","44","EMEA","14792","5"
"4249","Meal","27","EMEA","14794","3"
"4250","Laundry","74","EMEA","14795","5"
"4251","Laundry","34","EMEA","14797","5"
"4252","Meal","23","EMEA","14798","4"
"4253","Laundry","82","EMEA","14799","5"
"4254","Laundry","23","EMEA","14800","4"
"4255","Laundry","21","EMEA","14801","3"
"4256","Meal","64","LATAM","14802","3"
"4257","Meal","81","EMEA","14809","4"
"4258","Meal","10","EMEA","14815","4"
"4259","Laundry","82","EMEA","14823","4"
"4260","Laundry","44","EMEA","14825","4"
"4261","Meal","47","EMEA","14832","3"
"4262","Laundry","47","EMEA","14834","3"
"4263","Meal","63","EMEA","14843","4"
"4264","Meal","21","EMEA","14845","4"
"4265","Meal","60","LATAM","14846","3"
"4266","Laundry","92","EMEA","14847","4"
"4267","Laundry","42","LATAM","14850","5"
"4268","Laundry","45","EMEA","14852","4"
"4269","Meal","92","EMEA","14854","4"
"4270","Meal","7","EMEA","14859","3"
"4271","Meal","42","LATAM","14860","5"
"4272","Meal","27","EMEA","14866","4"
"4273","Meal","62","EMEA","14873","5"
"4274","Meal","40","EMEA","14884","5"
"4275","Meal","23","EMEA","14885","5"
"4276","Meal","27","EMEA","14886","4"
"4277","Meal","7","EMEA","14888","4"
"4278","Meal","62","EMEA","14892","5"
"4279","Meal","1","LATAM","14893","3"
"4280","Meal","27","EMEA","14894","4"
"4281","Meal","37","LATAM","14900","5"
"4282","Laundry","29","EMEA","14906","5"
"4283","Meal","10","EMEA","14911","5"
"4284","Laundry","27","EMEA","14912","3"
"4285","Laundry","66","EMEA","14913","5"
"4286","Laundry","50","EMEA","14915","4"
"4287","Meal","11","EMEA","14916","4"
"4288","Meal","1","LATAM","14919","4"
"4289","Laundry","62","EMEA","14922","5"
"4290","Meal","60","LATAM","14923","4"
"4291","Meal","29","EMEA","14924","4"
"4292","Laundry","51","LATAM","14929","4"
"4293","Meal","29","EMEA","14936","5"
"4294","Meal","93","LATAM","14942","4"
"4295","Meal","13","EMEA","14943","4"
"4296","Meal","93","LATAM","14947","3"
"4297","Meal","60","LATAM","14952","3"
"4298","Meal","26","LATAM","14958","5"
"4299","Meal","27","EMEA","14960","4"
"4300","Laundry","47","EMEA","14961","4"
"4301","Laundry","44","EMEA","14969","4"
"4302","Meal","14","EMEA","14971","4"
"4303","Laundry","34","EMEA","14972","5"
"4304","Meal","21","EMEA","14973","4"
"4305","Laundry","72","LATAM","14976","5"
"4306","Meal","16","LATAM","14977","4"
"4307","Laundry","30","EMEA","14984","5"
"4308","Laundry","27","EMEA","14991","4"
"4309","Laundry","44","EMEA","14993","4"
"4310","Meal","30","EMEA","14995","4"
"4311","Meal","34","EMEA","14997","5"
"4312","Laundry","41","LATAM","14998","4"
"4313","Meal","21","EMEA","14999","4"
"4314","Meal","62","EMEA","15006","5"
"4315","Meal","42","LATAM","15007","5"
"4316","Meal","13","EMEA","15011","5"
"4317","Laundry","29","EMEA","15014","5"
"4318","Meal","30","EMEA","15015","5"
"4319","Meal","14","EMEA","15020","3"
"4320","Meal","14","EMEA","15021","4"
"4321","Meal","1","LATAM","15023","3"
"4322","Laundry","81","EMEA","15024","3"
"4323","Meal","62","EMEA","15027","5"
"4324","Meal","10","EMEA","15029","5"
"4325","Laundry","57","LATAM","15032","4"
"4326","Meal","21","EMEA","15043","4"
"4327","Laundry","75","LATAM","15044","4"
"4328","Meal","66","EMEA","15046","4"
"4329","Laundry","93","LATAM","15049","4"
"4330","Meal","50","EMEA","15052","4"
"4331","Meal","13","EMEA","15063","4"
"4332","Meal","13","EMEA","15064","5"
"4333","Laundry","51","LATAM","15070","5"
"4334","Laundry","45","EMEA","15072","4"
"4335","Laundry","95","EMEA","15075","3"
"4336","Meal","11","EMEA","15078","4"
"4337","Laundry","34","EMEA","15081","5"
"4338","Meal","37","LATAM","15084","4"
"4339","Laundry","86","EMEA","15087","4"
"4340","Laundry","62","EMEA","15094","5"
"4341","Meal","69","LATAM","15098","5"
"4342","Meal","14","EMEA","15099","4"
"4343","Meal","1","LATAM","15100","4"
"4344","Laundry","47","EMEA","15104","4"
"4345","Meal","42","LATAM","15119","4"
"4346","Meal","44","EMEA","15125","5"
"4347","Meal","50","EMEA","15128","4"
"4348","Meal","34","EMEA","15131","5"
"4349","Laundry","37","LATAM","15134","4"
"4350","Laundry","40","EMEA","15137","5"
"4351","Laundry","10","EMEA","15141","4"
"4352","Meal","45","EMEA","15142","3"
"4353","Laundry","10","EMEA","15152","5"
"4354","Laundry","44","EMEA","15162","5"
"4355","Meal","1","LATAM","15163","3"
"4356","Laundry","86","EMEA","15170","4"
"4357","Laundry","95","EMEA","15171","4"
"4358","Meal","63","EMEA","15173","3"
"4359","Meal","86","EMEA","15176","3"
"4360","Meal","57","LATAM","15187","3"
"4361","Meal","62","EMEA","15194","5"
"4362","Meal","13","EMEA","15200","5"
"4363","Laundry","47","EMEA","15209","4"
"4364","Laundry","29","EMEA","15212","5"
"4365","Laundry","72","LATAM","15215","5"
"4366","Meal","16","LATAM","15221","4"
"4367","Meal","40","EMEA","15229","5"
"4368","Laundry","57","LATAM","15231","4"
"4369","Meal","37","LATAM","15234","5"
"4370","Laundry","70","LATAM","15236","4"
"4371","Laundry","27","EMEA","15238","4"
"4372","Meal","11","EMEA","15239","3"
"4373","Meal","11","EMEA","15245","4"
"4374","Meal","62","EMEA","15246","5"
"4375","Meal","57","LATAM","15249","3"
"4376","Laundry","27","EMEA","15258","4"
"4377","Meal","34","EMEA","15261","5"
"4378","Meal","14","EMEA","15265","4"
"4379","Laundry","57","LATAM","15267","3"
"4380","Laundry","51","LATAM","15269","4"
"4381","Meal","1","LATAM","15270","4"
"4382","Meal","14","EMEA","15274","3"
"4383","Laundry","45","EMEA","15276","4"
"4384","Meal","70","LATAM","15280","4"
"4385","Laundry","72","LATAM","15287","4"
"4386","Laundry","51","LATAM","15288","4"
"4387","Meal","44","EMEA","15289","5"
"4388","Laundry","60","LATAM","15293","3"
"4389","Laundry","34","EMEA","15296","5"
"4390","Laundry","70","LATAM","15298","4"
"4391","Meal","1","LATAM","15300","4"
"4392","Meal","26","LATAM","15315","4"
"4393","Laundry","45","EMEA","15318","3"
"4394","Meal","75","LATAM","15321","4"
"4395","Meal","27","EMEA","15324","3"
"4396","Meal","10","EMEA","15329","5"
"4397","Laundry","29","EMEA","15332","4"
"4398","Laundry","93","LATAM","15333","3"
"4399","Laundry","60","LATAM","15337","4"
"4400","Meal","11","EMEA","15344","4"
"4401","Laundry","95","EMEA","15351","4"
"4402","Meal","7","EMEA","15358","4"
"4403","Meal","34","EMEA","15359","4"
"4404","Laundry","42","LATAM","15364","5"
"4405","Laundry","21","EMEA","15368","4"
"4406","Laundry","41","LATAM","15372","3"
"4407","Meal","23","EMEA","15377","5"
"4408","Laundry","50","EMEA","15378","4"
"4409","Laundry","90","EMEA","15381","4"
"4410","Laundry","68","EMEA","15382","5"
"4411","Laundry","14","EMEA","15386","4"
"4412","Laundry","81","EMEA","15387","3"
"4413","Meal","44","EMEA","15390","5"
"4414","Laundry","45","EMEA","15396","4"
"4415","Laundry","51","LATAM","15404","5"
"4416","Meal","44","EMEA","15405","4"
"4417","Meal","29","EMEA","15411","4"
"4418","Meal","21","EMEA","15418","4"
"4419","Laundry","87","LATAM","15420","4"
"4420","Meal","37","LATAM","15425","5"
"4421","Laundry","10","EMEA","15426","4"
"4422","Laundry","64","LATAM","15434","3"
"4423","Meal","57","LATAM","15437","3"
"4424","Meal","30","EMEA","15440","5"
"4425","Laundry","13","EMEA","15443","4"
"4426","Meal","41","LATAM","15444","4"
"4427","Meal","21","EMEA","15449","3"
"4428","Meal","37","LATAM","15450","5"
"4429","Laundry","62","EMEA","15459","5"
"4430","Laundry","40","EMEA","15473","5"
"4431","Laundry","40","EMEA","15480","5"
"4432","Laundry","74","EMEA","15482","5"
"4433","Meal","81","EMEA","15484","4"
"4434","Meal","34","EMEA","15485","5"
"4435","Laundry","14","EMEA","15489","3"
"4436","Meal","27","EMEA","15491","3"
"4437","Meal","7","EMEA","15492","4"
"4438","Laundry","47","EMEA","15493","4"
"4439","Meal","75","LATAM","15495","4"
"4440","Laundry","7","EMEA","15497","3"
"4441","Meal","27","EMEA","15498","4"
"4442","Laundry","42","LATAM","15502","4"
"4443","Laundry","34","EMEA","15508","4"
"4444","Laundry","34","EMEA","15509","4"
"4445","Meal","16","LATAM","15511","4"
"4446","Laundry","23","EMEA","15513","5"
"4447","Meal","13","EMEA","15523","5"
"4448","Meal","23","EMEA","15524","5"
"4449","Meal","26","LATAM","15533","5"
"4450","Meal","62","EMEA","15534","5"
"4451","Laundry","93","LATAM","15539","4"
"4452","Meal","13","EMEA","15541","5"
"4453","Laundry","45","EMEA","15543","4"
"4454","Meal","45","EMEA","15547","4"
"4455","Meal","11","EMEA","15549","4"
"4456","Meal","11","EMEA","15554","3"
"4457","Laundry","66","EMEA","15556","5"
"4458","Meal","79","EMEA","15561","5"
"4459","Laundry","72","LATAM","15566","4"
"4460","Meal","16","LATAM","15568","4"
"4461","Laundry","45","EMEA","15571","4"
"4462","Meal","1","LATAM","15575","4"
"4463","Meal","27","EMEA","15578","4"
"4464","Laundry","66","EMEA","15583","5"
"4465","Laundry","82","EMEA","15585","5"
"4466","Meal","66","EMEA","15586","5"
"4467","Laundry","45","EMEA","15594","4"
"4468","Laundry","63","EMEA","15607","4"
"4469","Meal","16","LATAM","15609","4"
"4470","Meal","45","EMEA","15612","4"
"4471","Meal","23","EMEA","15614","4"
"4472","Meal","29","EMEA","15619","5"
"4473","Meal","13","EMEA","15624","5"
"4474","Meal","87","LATAM","15625","4"
"4475","Laundry","41","LATAM","15627","4"
"4476","Meal","34","EMEA","15628","5"
"4477","Laundry","57","LATAM","15629","4"
"4478","Meal","1","LATAM","15632","4"
"4479","Meal","66","EMEA","15638","5"
"4480","Laundry","42","LATAM","15642","4"
"4481","Meal","26","LATAM","15645","4"
"4482","Laundry","23","EMEA","15647","4"
"4483","Laundry","69","LATAM","15657","5"
"4484","Laundry","26","LATAM","15658","5"
"4485","Laundry","66","EMEA","15659","5"
"4486","Meal","1","LATAM","15660","3"
"4487","Meal","75","LATAM","15663","4"
"4488","Meal","68","EMEA","15669","5"
